tip_diameter_mm,hub_ratio,blade_angle_deg,blade_count,speed_rpm,blade_profile,flow_rate_m3s,total_pressure_pa,temperature_celsius,efficiency_pct,shaft_power_kw,noise_dba,safety_factor,cost_total,is_feasible,status
2354.64,0.5142,33.30,8,507,NACA 4412,2.9024,106.27,22.17,19.020,10.823,65.00,68.310,128328.93,1,warning
2200.14,0.4890,17.49,8,2522,NACA 0012,8.4849,211.46,49.37,23.620,789.192,128.36,3.110,4233788.83,1,warning
1003.95,0.4139,32.82,4,1930,NACA 2412,17.5615,924.09,8.95,87.880,54.458,98.54,22.920,299686.17,1,warning
878.17,0.3276,24.25,8,2308,NACA 0012,10.6154,1595.85,49.93,86.830,17.952,100.68,16.560,98866.29,1,warning
2243.95,0.3256,22.35,6,2964,NACA 2412,5.8387,1916.58,7.64,7.230,1426.881,161.41,1.820,7635434.57,1,warning
963.21,0.5930,19.38,12,2416,Flat Plate,18.1766,1130.57,41.72,0.000,0.000,126.55,19.150,3006.98,0,warning
2244.39,0.3800,25.69,8,2534,NACA 2412,2.1032,70.79,31.37,3.280,813.683,124.11,2.630,4369639.08,1,warning
1958.25,0.5277,22.24,8,1677,NACA 4412,2.2913,932.12,-4.21,9.010,152.325,118.83,9.190,846232.19,1,warning
2044.87,0.3602,18.00,8,1227,NACA 0012,13.8909,1187.41,37.95,55.470,90.699,107.14,12.260,529243.51,1,warning
451.08,0.4101,16.15,6,2302,Flat Plate,8.7326,1966.23,49.25,0.000,0.000,103.56,58.560,701.47,0,warning
1665.22,0.3489,27.45,4,617,NACA 2412,6.4207,966.35,21.43,51.050,5.380,79.51,70.920,81941.88,1,warning
1150.74,0.5751,14.97,12,2591,NACA 2412,14.9115,228.77,4.23,86.750,62.467,106.90,12.120,335697.24,1,warning
312.39,0.5660,22.03,8,2353,Flat Plate,18.9820,1047.68,-3.50,0.000,0.000,94.80,142.410,158.56,0,warning
2479.46,0.5699,19.46,8,2375,NACA 0012,3.8522,1719.02,44.61,7.490,1193.296,151.59,3.090,6391495.64,1,warning
763.02,0.3844,12.84,12,1066,NACA 2412,17.2021,157.08,-2.59,0.000,0.000,80.25,105.750,1707.60,0,warning
2116.17,0.4996,24.07,4,2537,NACA 2412,3.1795,1429.52,11.74,6.310,698.774,135.42,3.360,3800743.16,1,warning
586.85,0.4602,17.29,8,2668,NACA 4412,8.8791,1521.74,39.37,0.000,0.000,112.56,31.620,1136.77,0,warning
2759.55,0.5593,34.74,8,1330,NACA 0012,10.1691,743.42,31.01,15.990,389.964,123.14,7.790,2172961.01,1,warning
2340.20,0.3903,12.79,8,2038,Flat Plate,13.9286,1057.74,21.31,41.310,370.875,136.79,3.710,2035759.11,1,warning
2358.88,0.4668,12.97,12,1513,NACA 0012,18.9214,1322.29,11.70,55.250,220.831,128.53,6.840,1217273.04,1,warning
346.94,0.4702,21.99,12,2833,NACA 4412,16.6855,979.30,4.46,0.000,0.000,100.90,57.520,155.80,0,warning
1816.82,0.3330,13.68,4,1019,NACA 2412,19.9565,714.17,15.20,80.740,29.558,95.57,23.320,225822.18,1,warning
2848.71,0.5822,18.70,10,1240,NACA 4412,15.3437,355.48,29.66,33.830,612.591,115.12,8.770,3335139.41,1,warning
2036.49,0.4813,20.64,6,1995,NACA 4412,13.6204,817.41,9.77,39.180,632.189,125.64,5.710,3406926.95,1,warning
978.93,0.4690,18.78,6,2743,NACA 4412,19.4113,1903.67,32.59,91.220,41.198,113.35,12.410,224952.58,1,warning
2974.72,0.4136,34.52,10,2005,NACA 2412,5.5841,1525.17,45.61,4.760,1624.302,156.70,2.410,8713161.00,1,warning
1632.15,0.3608,10.16,8,2533,NACA 4412,9.7660,617.13,44.29,52.270,147.565,120.55,4.830,805770.31,1,warning
2364.70,0.3763,23.75,4,547,NACA 2412,13.8895,1288.79,-1.23,52.050,25.034,92.29,46.900,285118.50,1,warning
2313.48,0.3074,33.72,4,2980,Flat Plate,8.6629,526.07,-8.20,9.160,1724.795,150.76,1.690,9267418.17,1,warning
2300.28,0.5763,27.97,6,738,NACA 4412,3.1613,1914.00,1.86,16.890,30.943,101.20,35.330,247157.27,1,warning
2189.66,0.5388,31.92,10,961,Flat Plate,3.3718,679.27,4.36,14.690,48.581,98.72,22.010,301826.94,1,warning
2746.42,0.4163,17.76,12,784,Flat Plate,1.6521,1441.28,5.22,4.470,71.051,107.90,15.120,454888.35,1,warning
373.65,0.3115,34.59,8,2269,NACA 2412,7.0345,84.21,15.01,0.000,0.000,71.44,105.600,301.90,0,warning
1328.04,0.3598,30.58,6,1489,NACA 2412,10.1092,1667.87,46.57,57.060,25.952,101.97,19.310,155330.35,1,warning
2414.06,0.5175,21.28,4,1417,NACA 4412,9.2361,1939.11,12.19,19.940,280.270,123.44,8.430,1635402.37,1,warning
2909.28,0.5515,11.03,10,1176,NACA 0012,6.4463,795.50,-3.73,24.500,176.703,121.02,8.750,1038702.37,1,warning
2100.05,0.3866,23.70,8,547,Flat Plate,8.9533,1279.64,6.37,44.070,10.659,87.59,46.360,109775.27,1,warning
2310.93,0.4513,24.40,4,2926,Flat Plate,10.5933,1090.49,18.24,12.170,1639.521,153.29,2.000,8812475.12,1,warning
2937.59,0.5764,10.61,4,1925,NACA 0012,19.5844,1557.43,42.91,38.760,742.998,136.24,3.410,4191270.34,1,warning
1241.89,0.4417,30.51,10,2907,NACA 4412,14.5678,65.21,-5.99,56.310,170.536,106.88,6.940,910841.64,1,warning
2786.13,0.4063,32.10,8,2928,NACA 2412,16.7433,1347.10,29.77,11.050,4095.881,177.96,1.300,21791292.53,1,warning
1851.87,0.5330,23.57,4,1113,NACA 0012,4.0672,101.31,-9.30,22.550,38.987,81.22,23.950,274389.44,1,warning
2611.67,0.4414,16.46,10,1719,NACA 0012,16.1758,479.42,20.62,34.700,634.787,130.23,4.440,3438872.57,1,warning
309.38,0.4482,21.45,12,1100,NACA 2412,6.0347,720.14,37.12,0.000,0.000,82.27,141.210,111.65,0,warning
415.82,0.5722,16.57,4,2218,NACA 4412,18.9060,1082.72,16.94,0.000,0.000,100.01,119.940,743.08,0,warning
2355.15,0.4499,27.17,8,2602,NACA 2412,17.4102,1390.27,-2.29,19.920,1567.219,158.19,2.410,8364405.47,1,warning
638.03,0.3740,25.35,8,2024,NACA 0012,17.0137,417.26,47.89,0.000,0.000,98.69,45.870,1500.05,0,warning
1153.55,0.5336,12.58,12,2232,Flat Plate,6.3589,1234.46,17.56,73.040,23.045,110.37,14.020,127385.82,1,warning
657.42,0.3324,13.86,6,1369,NACA 4412,7.9779,1348.65,8.41,0.000,0.000,97.78,68.570,2194.27,0,warning
398.53,0.4852,24.69,12,1201,NACA 4412,16.0434,686.24,49.38,0.000,0.000,86.12,143.170,234.18,0,warning
2406.44,0.4125,14.16,12,2316,NACA 4412,4.8904,843.33,49.16,12.580,848.103,150.09,2.770,4539688.72,1,warning
1949.23,0.3130,31.89,4,548,NACA 2412,15.6186,73.52,-9.56,63.860,12.501,62.45,70.260,151879.23,1,warning
545.41,0.3538,17.02,8,1295,NACA 4412,16.7442,1878.48,28.38,0.000,0.000,96.65,60.390,939.02,0,warning
1725.66,0.5777,13.81,12,1126,Flat Plate,16.6216,58.52,-3.57,79.690,28.653,75.92,28.810,169168.02,1,warning
2158.20,0.5904,17.82,12,1081,NACA 4412,3.8025,133.40,45.11,25.640,82.337,84.81,20.370,469503.95,1,warning
1462.24,0.5383,30.84,4,2365,NACA 0012,13.1586,1296.94,34.14,47.310,146.005,117.14,8.540,805772.03,1,warning
353.98,0.4745,22.07,4,1629,NACA 4412,5.8521,670.89,4.57,0.000,0.000,81.63,246.430,495.28,0,warning
1235.58,0.4901,18.72,12,2387,NACA 4412,11.7315,396.27,-4.60,73.050,120.009,111.65,10.730,641803.84,1,warning
365.74,0.5671,12.13,10,925,NACA 4412,2.5071,917.91,13.95,0.000,0.000,80.52,265.300,203.35,0,warning
2412.69,0.4989,11.07,6,1302,Flat Plate,11.1195,1965.28,37.76,47.340,99.778,117.27,9.560,630830.91,1,warning
2169.06,0.3624,10.33,10,2264,Flat Plate,14.2900,1208.90,35.53,44.850,265.552,145.33,3.360,1451964.75,1,warning
1536.90,0.4506,14.88,6,2878,Flat Plate,9.0873,1513.51,26.13,29.690,243.025,132.99,4.610,1312954.35,1,warning
1534.71,0.3244,23.35,10,523,NACA 4412,6.3692,1612.67,49.53,71.740,4.098,74.78,41.490,38412.99,1,warning
1698.07,0.5669,12.85,4,1298,Flat Plate,17.0796,479.24,23.29,77.710,32.672,95.85,22.020,223709.52,1,warning
450.70,0.4467,33.31,12,2802,NACA 2412,19.2651,1727.48,44.12,0.000,0.000,111.25,31.700,345.40,0,warning
1158.85,0.5936,14.82,8,699,NACA 4412,0.8044,1242.19,9.84,47.000,1.045,67.39,127.860,13369.02,1,warning
1791.34,0.5157,15.35,10,2985,NACA 0012,1.0658,722.35,-6.04,6.330,388.409,146.22,3.440,2079684.99,1,warning
1222.77,0.5031,23.74,6,1959,NACA 2412,11.1654,1747.84,48.43,74.100,69.346,106.90,16.290,380223.93,1,warning
2769.12,0.3770,23.40,6,1582,Flat Plate,8.3163,1995.07,21.01,9.960,599.917,133.99,4.320,3336979.40,1,warning
427.32,0.4995,22.57,6,1009,NACA 0012,2.2585,1386.93,48.18,0.000,0.000,83.67,246.270,572.20,0,warning
1070.68,0.4733,23.83,10,2320,NACA 4412,1.3900,1829.43,-3.43,20.070,22.221,111.67,13.390,123016.06,1,warning
1989.44,0.5014,31.01,8,1964,Flat Plate,4.2446,1514.50,38.82,11.950,220.859,128.97,6.220,1211603.17,1,warning
992.25,0.3484,21.62,4,2564,Flat Plate,13.6644,1716.90,15.60,78.250,40.700,110.23,12.430,226592.36,1,warning
2083.39,0.4451,29.67,6,671,NACA 0012,19.3894,1077.11,38.66,60.290,25.628,91.83,42.210,203842.48,1,warning
1689.13,0.3508,29.42,12,2983,NACA 0012,14.1792,234.76,34.15,29.980,425.304,135.78,3.240,2268459.27,1,warning
2972.69,0.3929,10.03,4,1196,NACA 2412,12.1941,1976.31,10.32,33.190,226.807,123.42,6.720,1502239.69,1,warning
1950.63,0.4574,28.26,12,654,NACA 4412,14.5755,861.30,-5.43,61.990,22.056,88.13,41.190,144523.50,1,warning
2041.39,0.4261,29.37,8,559,NACA 4412,7.5236,1096.10,-4.70,43.730,11.071,85.88,52.650,107080.73,1,warning
1424.95,0.3604,13.78,10,559,NACA 2412,15.6997,1763.80,20.17,0.000,0.000,99.10,44.210,13389.53,0,warning
2516.58,0.4810,11.38,10,1253,NACA 2412,1.2220,856.28,13.83,6.990,109.967,114.66,9.190,652646.04,1,warning
433.85,0.3107,11.57,12,1151,NACA 4412,3.7227,1312.61,24.24,0.000,0.000,85.40,42.970,315.05,0,warning
346.78,0.5739,23.58,12,1599,NACA 0012,16.5990,1227.96,4.75,0.000,0.000,91.41,127.690,143.41,0,warning
2890.54,0.5171,20.36,10,2927,NACA 4412,4.3185,1636.33,18.47,3.180,4916.377,184.00,1.380,26112556.00,1,warning
2120.45,0.3439,27.81,12,1804,NACA 0012,15.5666,528.65,18.73,28.140,299.547,130.67,5.440,1621415.21,1,warning
1050.64,0.5773,31.60,10,634,NACA 2412,11.7735,558.55,23.81,0.000,0.000,83.07,178.450,4768.15,0,warning
545.83,0.5397,10.43,4,1204,Flat Plate,16.3918,246.38,-5.44,0.000,0.000,78.57,230.860,1734.40,0,warning
2903.85,0.4061,20.22,12,2871,NACA 0012,2.6381,904.74,6.57,1.670,4570.540,181.41,1.240,24271824.11,1,warning
2825.19,0.5533,12.55,6,1552,NACA 0012,8.6124,194.64,26.95,24.910,391.036,109.63,5.460,2226938.39,1,warning
2076.96,0.3692,14.59,8,2823,NACA 2412,0.8982,1252.06,17.16,3.240,651.766,153.87,2.420,3499616.22,1,warning
965.08,0.5486,14.65,10,626,NACA 0012,4.8312,1098.81,44.51,0.000,0.000,84.82,140.780,3804.34,0,warning
628.17,0.3119,12.57,12,2109,NACA 2412,13.7081,1505.41,-1.38,0.000,0.000,111.75,22.350,956.36,0,warning
2088.77,0.3753,27.27,12,1991,NACA 4412,8.6821,983.29,20.51,18.580,344.737,139.46,4.650,1858751.77,1,warning
2697.53,0.5868,32.15,6,1529,NACA 4412,1.9925,1671.17,28.59,3.750,478.823,128.00,6.470,2666058.92,1,warning
2430.86,0.5990,29.13,4,825,NACA 0012,8.1043,1672.37,18.21,27.370,59.107,105.64,27.780,456610.24,1,warning
1765.76,0.4460,34.06,12,1266,NACA 4412,1.0352,1759.16,19.68,6.950,34.574,107.21,14.440,203673.02,1,warning
1531.41,0.3155,16.88,10,1799,Flat Plate,8.3419,1799.66,10.96,36.020,63.847,116.83,8.890,354364.53,1,warning
337.25,0.3054,30.83,4,2646,Flat Plate,9.6302,428.84,46.76,0.000,0.000,86.96,93.920,443.78,0,warning
475.24,0.4567,32.00,10,2165,NACA 0012,2.4653,769.08,-1.07,91.190,1.328,72.27,64.040,7521.77,1,warning
1793.26,0.5594,21.74,4,1208,Flat Plate,5.4592,1987.68,15.89,29.220,41.130,107.36,22.140,277966.60,1,warning
319.64,0.5270,10.30,4,2081,NACA 4412,7.2943,1195.21,-8.70,0.000,0.000,89.40,196.510,352.02,0,warning
2162.88,0.5427,17.84,12,1717,NACA 0012,2.4014,487.17,13.29,12.170,243.099,119.22,7.370,1321851.16,1,warning
2198.71,0.5926,29.69,10,1412,NACA 2412,17.3541,868.58,4.20,39.570,231.596,118.81,11.380,1268102.23,1,warning
1579.73,0.3304,24.11,10,1447,NACA 4412,0.5420,1613.02,18.54,4.230,27.317,106.20,12.570,162752.60,1,warning
831.06,0.5397,18.13,8,743,NACA 2412,10.2690,369.60,21.59,0.000,0.000,78.68,221.240,3060.78,0,warning
1782.45,0.4382,15.67,10,684,Flat Plate,9.8884,1248.63,38.67,77.430,7.810,85.55,41.980,67035.74,1,warning
2816.16,0.4035,10.84,8,616,NACA 0012,19.8476,1391.10,-5.20,67.140,31.515,101.27,24.540,294948.68,1,warning
2691.75,0.3464,18.80,10,2442,NACA 4412,13.7629,1260.37,24.86,17.650,2943.208,165.64,1.880,15659916.72,1,warning
2782.86,0.5995,26.63,8,1879,NACA 2412,2.4893,1131.26,26.88,3.420,1018.644,144.95,4.140,5496532.31,1,warning
1849.07,0.5492,27.16,4,706,NACA 0012,14.0561,1503.45,11.85,68.040,22.834,92.21,58.470,187652.10,1,warning
1721.29,0.3822,31.99,8,739,NACA 0012,12.4755,1323.97,31.12,59.590,12.935,89.65,39.260,97864.04,1,warning
1887.38,0.4660,20.57,12,2681,NACA 2412,8.1299,1489.63,1.67,19.630,570.279,154.40,3.500,3041910.60,1,warning
664.77,0.5200,17.83,10,1724,NACA 0012,19.4361,1534.23,33.49,0.000,0.000,108.02,52.510,1273.70,0,warning
1924.31,0.4612,21.57,12,2513,NACA 4412,13.4227,214.78,13.31,29.110,575.122,134.62,3.940,3069100.47,1,warning
455.32,0.3975,29.42,12,841,Flat Plate,12.9379,185.20,32.69,0.000,0.000,73.71,277.320,361.88,0,warning
1669.18,0.5624,32.90,12,1573,NACA 0012,2.4056,1823.01,42.52,14.730,49.564,112.31,13.780,278384.68,1,warning
601.64,0.5038,19.71,8,1541,NACA 0012,14.3475,1087.57,34.78,0.000,0.000,98.10,85.340,1194.19,0,warning
1025.00,0.4875,19.66,4,1496,NACA 0012,14.1140,415.46,-6.27,0.000,0.070,104.64,40.200,12303.64,0,warning
1952.57,0.5014,10.58,10,2824,NACA 4412,9.9368,567.87,19.41,38.020,515.194,145.28,3.180,2758072.58,1,warning
2741.67,0.5373,13.29,10,872,NACA 0012,18.1976,1202.05,36.62,58.510,89.951,106.92,16.690,563924.74,1,warning
1422.39,0.5638,33.38,8,2653,NACA 4412,16.0626,905.67,9.93,54.090,231.955,129.28,7.410,1242050.97,1,warning
2791.83,0.5593,15.62,10,1578,Flat Plate,13.7879,1741.92,2.71,17.490,752.708,144.39,5.310,4072966.45,1,warning
350.83,0.5411,20.56,12,923,Flat Plate,11.3848,1246.83,28.17,0.000,0.000,89.75,139.620,153.32,0,warning
2773.65,0.3617,13.64,10,1992,NACA 4412,19.3121,771.07,36.71,30.590,1240.065,144.86,2.700,6658657.27,1,warning
1603.27,0.3249,11.82,6,2988,NACA 4412,18.4229,1197.42,12.34,63.490,338.347,135.74,3.500,1821682.44,1,warning
1840.66,0.5789,28.37,6,2192,NACA 4412,2.8070,914.32,-1.02,10.640,249.794,125.97,6.700,1364054.28,1,warning
850.97,0.4214,26.18,8,2776,NACA 2412,15.9202,1108.82,27.16,90.900,35.515,105.89,14.830,191384.39,1,warning
2220.45,0.5903,24.46,6,2591,NACA 0012,14.8277,1897.93,31.16,22.160,1042.545,151.04,3.360,5588994.80,1,warning
2402.53,0.5087,26.11,4,1593,NACA 0012,16.3080,263.92,22.63,26.660,395.515,110.00,6.710,2243838.42,1,warning
2009.21,0.5682,27.56,4,1756,NACA 2412,18.6072,868.93,14.35,41.680,285.704,117.11,8.620,1595564.19,1,warning
2091.40,0.3009,27.52,10,1512,NACA 0012,16.4734,548.33,-5.46,33.460,188.954,116.92,7.650,1041892.07,1,warning
2529.71,0.5842,19.71,4,920,NACA 2412,19.7975,1974.85,49.72,58.270,159.920,110.25,20.100,1011107.53,1,warning
1890.77,0.4402,12.09,8,2506,NACA 4412,15.2583,273.13,9.03,51.470,434.852,125.12,4.010,2338724.45,1,warning
781.59,0.3782,19.21,8,2262,Flat Plate,9.5961,1261.96,4.17,24.930,1.577,101.98,23.220,11081.83,1,warning
1312.43,0.5514,25.68,8,554,Flat Plate,12.9602,1277.30,0.91,66.780,0.719,75.72,130.170,15746.14,1,warning
2745.48,0.4945,18.21,6,2014,NACA 2412,1.3811,1935.44,4.09,2.830,1506.735,150.32,3.130,8122896.11,1,warning
2356.54,0.5873,27.87,10,1332,NACA 0012,7.4944,50.99,22.29,18.920,188.692,92.85,11.290,1051398.55,1,warning
2314.61,0.4301,18.39,4,1958,NACA 2412,5.2859,459.51,41.83,15.410,574.230,116.42,4.350,3178920.08,1,warning
924.52,0.4918,19.74,12,1029,NACA 4412,16.6639,759.29,2.02,0.000,0.000,97.65,69.920,2911.65,0,warning
2060.54,0.3447,16.47,8,2451,NACA 0012,17.6143,1021.44,17.25,44.130,599.121,140.39,3.180,3220014.55,1,warning
2424.82,0.3177,15.03,12,1917,NACA 0012,18.2634,1931.20,23.76,40.160,507.501,150.70,3.390,2739727.23,1,warning
864.34,0.3751,29.85,12,2081,Flat Plate,1.4714,237.60,48.67,32.740,4.957,76.98,24.490,28705.88,1,warning
2419.71,0.4980,12.37,10,1438,NACA 0012,1.4209,1470.58,10.43,8.030,128.199,124.15,7.620,740574.45,1,warning
1978.66,0.5214,25.49,4,2525,NACA 4412,19.7901,616.70,32.28,35.250,679.208,124.78,4.010,3676889.70,1,warning
802.37,0.5164,33.01,8,2685,NACA 0012,8.4864,1446.44,49.09,80.140,27.817,101.45,19.880,149961.22,1,warning
2452.65,0.3616,11.38,8,2958,NACA 4412,17.8258,1598.52,24.65,30.850,1774.564,169.59,1.570,9472786.54,1,warning
2090.22,0.5917,18.76,12,1164,NACA 2412,18.2084,557.82,2.65,66.590,148.216,103.95,18.260,814847.56,1,warning
1636.08,0.4751,15.88,12,2717,NACA 4412,1.2050,1417.16,37.34,8.490,242.101,139.42,4.550,1297027.43,1,warning
2163.67,0.4979,32.88,12,1874,NACA 2412,14.7708,1598.24,39.45,28.280,375.123,141.25,5.570,2021570.25,1,warning
1460.20,0.4534,24.14,6,1244,NACA 0012,17.0472,1157.11,21.02,81.310,44.230,98.35,26.170,257379.83,1,warning
678.78,0.5888,13.03,8,2252,NACA 0012,5.3851,1740.40,45.04,0.000,0.000,110.65,42.010,1586.41,0,warning
1162.81,0.3920,29.11,10,2264,NACA 2412,8.8993,100.40,44.74,53.520,44.049,89.20,12.320,240277.63,1,warning
958.99,0.5030,15.73,10,504,Flat Plate,2.4957,1435.61,7.62,73.310,0.101,65.57,118.330,4423.06,1,warning
2457.24,0.4732,28.14,8,2286,Flat Plate,4.2352,1180.03,11.75,5.670,1017.961,150.34,2.950,5467933.13,1,warning
1523.35,0.5301,22.16,4,2058,Flat Plate,6.0062,449.24,-6.78,29.570,98.295,105.81,10.300,557994.27,1,warning
1877.62,0.4750,10.01,10,2002,Flat Plate,10.4474,860.10,33.85,52.530,101.123,121.66,6.490,564492.96,1,warning
2296.37,0.4107,23.23,6,1856,NACA 2412,6.5927,172.39,22.78,12.150,412.007,115.27,4.820,2272062.04,1,warning
2317.24,0.3825,15.58,6,2517,Flat Plate,13.8599,1256.93,11.89,16.550,1107.345,150.83,2.490,5953558.00,1,warning
2491.72,0.5621,23.00,10,1255,NACA 4412,15.8861,1177.60,10.41,31.620,268.652,121.91,10.500,1485794.43,1,warning
798.44,0.3891,33.05,10,1808,Flat Plate,16.7019,1602.19,43.23,0.000,0.000,113.36,27.620,2345.81,0,warning
1096.66,0.3990,24.51,4,2679,NACA 2412,4.0349,71.91,28.05,34.710,40.586,84.63,10.040,229845.21,1,warning
1434.81,0.5323,32.98,8,2192,Flat Plate,2.7431,1892.28,23.63,17.800,67.611,118.85,9.850,373501.65,1,warning
1906.28,0.5761,20.13,8,1542,NACA 4412,9.2935,1335.31,3.58,44.470,218.125,115.89,12.270,1189511.40,1,warning
2513.47,0.5307,23.15,8,2809,NACA 2412,12.0969,1093.63,25.59,12.490,2294.425,167.05,2.030,12222838.54,1,warning
1215.07,0.5321,13.06,10,1047,NACA 4412,4.7193,981.20,42.88,79.100,4.892,81.19,51.450,33601.17,1,warning
738.43,0.5608,25.32,6,795,NACA 0012,17.6206,550.79,4.45,0.000,0.000,84.51,260.120,2807.08,0,warning
361.41,0.5603,32.99,12,1970,NACA 0012,11.9499,617.27,36.06,0.000,0.000,85.53,133.460,164.63,0,warning
2952.65,0.4171,27.81,4,1731,NACA 4412,5.3012,377.00,-4.13,5.530,1225.701,125.95,3.380,6778486.01,1,warning
1175.94,0.4082,34.24,4,1313,NACA 0012,0.8950,1404.44,40.80,15.930,4.968,89.24,34.760,44917.95,1,warning
1171.36,0.5884,32.26,4,974,Flat Plate,9.1825,1384.27,24.95,74.810,7.650,85.22,81.700,56792.87,1,warning
530.82,0.5454,27.11,6,859,NACA 4412,14.2001,1455.67,-2.05,0.000,0.000,92.03,266.500,1058.09,0,warning
2588.97,0.3993,21.37,12,2721,NACA 2412,12.6620,205.13,-8.12,11.140,2597.481,159.73,1.740,13807157.92,1,warning
1963.78,0.5237,27.04,12,2225,NACA 0012,3.5661,1350.67,-1.62,9.600,347.393,145.80,5.070,1864983.67,1,warning
647.25,0.3998,13.77,12,1736,NACA 0012,4.1454,1787.32,12.52,0.000,0.000,103.05,30.480,1038.91,0,warning
2240.09,0.3896,34.35,4,2069,Flat Plate,17.5045,292.86,42.66,25.290,525.691,116.22,4.000,2910380.96,1,warning
1703.33,0.5495,10.66,6,2347,Flat Plate,18.5792,1087.41,49.56,68.820,131.047,123.26,6.490,728048.59,1,warning
807.84,0.5274,34.38,8,2150,NACA 2412,13.9135,841.99,5.15,92.890,22.849,93.84,31.410,123728.51,1,warning
2487.27,0.3831,23.90,10,1030,NACA 4412,2.4193,671.55,20.85,6.830,100.085,105.08,12.210,600453.77,1,warning
1400.98,0.4901,30.64,6,1938,NACA 0012,1.7798,1700.20,-0.90,13.930,44.286,112.30,12.570,254563.22,1,warning
2122.55,0.4243,12.80,12,1635,NACA 0012,12.4877,315.41,38.04,49.690,136.503,111.22,7.230,758492.52,1,warning
1538.68,0.3101,14.40,8,2805,NACA 4412,12.9901,1138.52,48.63,55.340,240.424,133.81,4.190,1292934.12,1,warning
1481.04,0.4767,15.94,6,2644,NACA 4412,13.1299,1290.74,-4.39,61.810,271.418,126.86,6.070,1459953.67,1,warning
1849.34,0.5538,31.00,8,1220,Flat Plate,6.2874,654.80,49.09,29.880,44.781,97.91,20.120,270198.06,1,warning
2030.73,0.3465,33.89,4,2626,NACA 2412,3.1473,427.69,37.58,6.080,544.323,123.21,2.910,2976442.04,1,warning
970.37,0.5585,24.54,6,2558,NACA 4412,9.2214,619.58,9.48,79.560,71.342,99.74,17.010,383768.53,1,warning
1011.86,0.4564,33.46,12,710,NACA 4412,13.5913,818.90,26.65,73.720,0.428,70.22,83.730,6145.82,1,warning
2192.92,0.3414,30.93,4,1036,NACA 4412,5.4973,1076.74,35.39,19.040,58.198,104.27,15.600,430023.16,1,warning
438.95,0.4766,34.22,8,1756,NACA 4412,3.0653,1162.92,49.80,0.000,0.000,86.59,100.960,471.67,0,warning
1418.54,0.5254,21.09,8,910,Flat Plate,14.9787,552.01,9.31,87.760,10.737,82.57,56.000,72214.70,1,warning
414.67,0.5205,29.10,4,2763,Flat Plate,16.2779,946.51,10.69,0.000,0.000,104.20,72.990,772.57,0,warning
1343.47,0.5252,16.42,6,2096,Flat Plate,16.6707,900.58,27.81,82.310,65.054,108.34,12.510,361577.32,1,warning
2551.86,0.5280,19.81,6,627,Flat Plate,6.9409,630.91,2.21,25.280,33.410,91.62,38.240,296061.17,1,warning
1275.25,0.3177,24.97,10,1479,NACA 0012,18.1813,574.96,-8.10,84.220,41.284,95.10,20.080,228013.48,1,warning
564.50,0.3009,24.42,4,528,NACA 2412,2.1311,256.20,47.88,0.000,0.000,68.58,639.120,2080.07,0,warning
1744.12,0.4266,10.74,4,1454,NACA 4412,15.9059,477.72,-1.28,74.700,66.076,100.52,13.780,410068.67,1,warning
932.35,0.4941,26.85,12,1587,NACA 2412,14.4200,1052.87,1.68,91.490,7.543,91.90,34.020,42864.01,1,warning
1983.80,0.4310,22.07,10,1830,NACA 0012,13.4557,793.09,32.58,32.080,237.594,122.68,6.580,1292421.65,1,warning
1204.35,0.4577,20.76,6,1236,NACA 4412,5.0834,628.85,1.28,67.550,15.722,84.32,39.650,96284.41,1,warning
1525.65,0.3324,31.03,12,1844,Flat Plate,19.2355,1577.65,46.38,55.640,89.445,120.45,8.440,486867.73,1,warning
2249.44,0.5049,20.89,12,844,Flat Plate,15.3573,751.04,45.60,44.030,50.213,96.83,24.190,307183.10,1,warning
519.78,0.3157,33.88,8,1174,NACA 2412,13.4271,427.01,37.49,0.000,0.000,81.22,134.220,812.92,0,warning
2436.91,0.5621,14.61,6,1009,Flat Plate,12.7624,1961.51,30.33,34.450,105.572,112.88,17.000,659246.89,1,warning
378.89,0.4416,28.60,12,2062,NACA 2412,2.3883,1336.06,17.61,0.000,0.000,88.48,55.930,205.65,0,warning
1220.84,0.4300,18.17,10,2428,NACA 2412,15.6380,448.31,14.11,80.280,94.516,110.74,9.910,508266.04,1,warning
1004.20,0.3215,20.60,12,1361,NACA 0012,16.5758,735.80,31.21,0.000,0.000,105.56,29.640,3909.18,0,warning
2706.21,0.5290,28.66,8,1852,NACA 2412,8.6645,945.54,33.21,11.030,912.521,141.04,4.000,4933886.90,1,warning
820.23,0.4403,20.78,10,2896,NACA 4412,5.7200,1278.05,-5.32,77.540,34.151,107.02,14.330,183146.98,1,warning
2371.24,0.5119,11.63,6,1304,NACA 2412,10.0030,164.35,40.34,43.370,122.334,95.08,10.310,744055.09,1,warning
1177.03,0.4293,17.07,12,2840,NACA 2412,12.7133,1460.42,6.67,75.680,111.869,128.42,7.250,597983.99,1,warning
2197.40,0.3974,10.12,6,1240,Flat Plate,17.8543,672.18,23.33,62.640,62.681,105.54,11.440,412920.91,1,warning
2341.24,0.3753,23.04,12,2797,NACA 0012,13.7364,1961.03,19.00,14.470,1562.320,172.21,1.900,8314084.74,1,warning
1475.11,0.3866,11.72,6,644,NACA 4412,8.2614,734.49,21.81,85.650,2.575,73.92,79.870,38282.03,1,warning
